ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,PREFIX
43,17,4/2/19 12:50,,Auto Draft,,auto-draft,open,closed,,,,,4/2/19 12:50,,,0,https://alzheimersdisease.net/?p=43,0,post,,0,NULL,alz
44,21,4/3/19 12:37,,Auto Draft,,auto-draft,open,closed,,,,,4/3/19 12:37,,,0,https://alzheimersdisease.net/?p=44,0,post,,0,NULL,alz
45,22,4/4/19 10:34,,Auto Draft,,auto-draft,open,closed,,,,,4/4/19 10:34,,,0,https://alzheimersdisease.net/?p=45,0,post,,0,NULL,alz
46,8,4/4/19 14:50,,Auto Draft,,auto-draft,open,closed,,,,,4/4/19 14:50,,,0,https://alzheimersdisease.net/?p=46,0,post,,0,NULL,alz
47,4,4/23/19 14:23,,Auto Draft,,auto-draft,open,closed,,,,,4/23/19 14:23,,,0,https://alzheimersdisease.net/?p=47,0,post,,0,NULL,alz
48,33,4/25/19 14:26,4/25/19 18:26,Community,,publish,closed,closed,,community,,,7/11/19 14:30,7/11/19 18:30,,0,https://alzheimersdisease.net/?page_id=48,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
49,23,4/25/19 14:26,4/25/19 18:26,Community,,inherit,closed,closed,,48-autosave-v1,,,4/25/19 14:26,4/25/19 18:26,,48,https://alzheimersdisease.net/uncategorized/48-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
50,33,4/25/19 14:33,4/25/19 18:33,Community Advocates,,publish,closed,closed,,community-advocates,,,8/14/19 13:33,8/14/19 17:33,,0,https://alzheimersdisease.net/?page_id=50,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
51,23,6/3/19 15:27,6/3/19 19:27,Community Advocates,,inherit,closed,closed,,50-autosave-v1,,,6/3/19 15:27,6/3/19 19:27,,50,https://alzheimersdisease.net/uncategorized/50-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
52,33,4/25/19 14:46,4/25/19 18:46,Editorial Team,,publish,closed,closed,,editorial-team,,,8/7/19 9:37,8/7/19 13:37,,0,https://alzheimersdisease.net/?page_id=52,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
53,34,4/25/19 15:00,,Auto Draft,,auto-draft,open,closed,,,,,4/25/19 15:00,,,0,https://alzheimersdisease.net/?p=53,0,post,,0,NULL,alz
54,36,4/25/19 15:02,,Auto Draft,,auto-draft,open,closed,,,,,4/25/19 15:02,,,0,https://alzheimersdisease.net/?p=54,0,post,,0,NULL,alz
55,33,4/26/19 9:02,4/26/19 13:02,Alice Scarr,,publish,closed,closed,,alice-scarr,,,7/3/19 10:08,7/3/19 14:08,,50,https://alzheimersdisease.net/?page_id=55,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
56,23,4/25/19 15:10,,Auto Draft,,auto-draft,closed,closed,,,,,4/25/19 15:10,,,0,https://alzheimersdisease.net/?page_id=56,0,page,,0,NULL,alz
57,23,4/25/19 15:11,4/25/19 19:11,"Scarr, Ali",,inherit,open,closed,,scarr-ali,,,4/25/19 15:11,4/25/19 19:11,,55,/wp-content/uploads/2019/04/Scarr-Ali.jpeg,0,attachment,image/jpeg,0,NULL,alz
58,23,5/1/19 10:24,5/1/19 14:24,Alice Scarr,,inherit,closed,closed,,55-autosave-v1,,,5/1/19 10:24,5/1/19 14:24,,55,https://alzheimersdisease.net/uncategorized/55-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
59,38,4/25/19 15:27,,Auto Draft,,auto-draft,open,closed,,,,,4/25/19 15:27,,,0,https://alzheimersdisease.net/?p=59,0,post,,0,NULL,alz
60,3,4/30/19 9:10,4/30/19 13:10,Welcome to AlzheimersDisease.net,,trash,closed,open,,welcome-to-alzheimersdisease-net__trashed,,,4/30/19 9:11,4/30/19 13:11,,0,https://alzheimersdisease.net/?post_type=forum&#038;p=60,0,forum,,0,NULL,alz
61,40,4/30/19 15:08,,Auto Draft,,auto-draft,open,closed,,,,,4/30/19 15:08,,,0,https://alzheimersdisease.net/?p=61,0,post,,0,NULL,alz
62,33,5/1/19 10:16,5/1/19 14:16,Shelley Hlymbicky,,publish,closed,closed,,shelley-hlymbicky,,,7/3/19 10:09,7/3/19 14:09,,50,https://alzheimersdisease.net/?page_id=62,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
63,23,5/1/19 10:09,,Auto Draft,,auto-draft,closed,closed,,,,,5/1/19 10:09,,,0,https://alzheimersdisease.net/?page_id=63,0,page,,0,NULL,alz
64,23,5/1/19 10:09,5/1/19 14:09,Hlymbicky_Shelley_Photo,,inherit,open,closed,,hlymbicky_shelley_photo,,,5/1/19 10:09,5/1/19 14:09,,62,/wp-content/uploads/2019/05/Hlymbicky_Shelley_Photo.jpg,0,attachment,image/jpeg,0,NULL,alz
65,39,5/13/19 9:42,,Auto Draft,,auto-draft,open,closed,,,,,5/13/19 9:42,,,0,https://alzheimersdisease.net/?p=65,0,post,,0,NULL,alz
66,33,5/13/19 9:52,5/13/19 13:52,Gail Weatherill,,publish,closed,closed,,gail-weatherill,,,7/3/19 10:08,7/3/19 14:08,,50,https://alzheimersdisease.net/?page_id=66,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
67,23,5/13/19 9:51,,Auto Draft,,auto-draft,closed,closed,,,,,5/13/19 9:51,,,0,https://alzheimersdisease.net/?page_id=67,0,page,,0,NULL,alz
68,23,5/13/19 9:51,5/13/19 13:51,gail best profile,,inherit,open,closed,,gail-best-profile,,,5/13/19 9:51,5/13/19 13:51,,66,/wp-content/uploads/2019/05/gail-best-profile.jpg,0,attachment,image/jpeg,0,NULL,alz
108,33,3/3/19 14:58,3/3/19 19:58,What Is Alzheimer‰Ûªs Disease?,,publish,closed,closed,,basics,,,7/17/19 14:36,7/17/19 18:36,,0,https://alzheimersdisease.net/?page_id=108,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
109,3,8/13/19 9:53,8/13/19 13:53,Test Page,,trash,closed,closed,,__trashed,,,8/13/19 9:53,8/13/19 13:53,,0,https://alzheimersdisease.net/?page_id=109,0,page,,0,NULL,alz
110,3,5/15/19 11:08,,Auto Draft,,auto-draft,closed,closed,,,,,5/15/19 11:08,,,0,https://alzheimersdisease.net/?page_id=110,0,page,,0,NULL,alz
111,33,4/30/19 10:56,4/30/19 14:56,Taking Care of the Caregiver: Tips To Prevent Caregiver Burnout,,publish,closed,closed,,self-care,,,8/6/19 12:32,8/6/19 16:32,,369,https://alzheimersdisease.net/?page_id=111,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
112,41,5/20/19 12:51,,Dad's Drivers License Should Be Revoked!,,draft,open,closed,,,,,5/20/19 12:51,5/20/19 16:51,,0,https://alzheimersdisease.net/?p=112,0,post,,0,NULL,alz
113,41,7/8/19 16:52,7/8/19 20:52,The Start of My Dad's Journey with Alzheimer's,,publish,open,closed,,dads-journey,,,7/29/19 11:53,7/29/19 15:53,,0,https://alzheimersdisease.net/?p=113,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode_posts\"" source=\""site\""""",alz
114,41,6/27/19 17:07,6/27/19 21:07,What Animals Can Give: Animal Therapy to Cope with Dementia,,publish,open,closed,,animal-therapy,,,7/29/19 11:53,7/29/19 15:53,,0,https://alzheimersdisease.net/?p=114,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode_posts\"" source=\""site\""""",alz
115,33,6/18/19 8:31,6/18/19 12:31,How to Prevent Alzheimer's Disease,,publish,closed,closed,,prevention,,,7/24/19 13:36,7/24/19 17:36,,0,https://alzheimersdisease.net/?page_id=115,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
116,39,6/28/19 17:08,6/28/19 21:08,How to Prevent Alzheimer's Disease,,inherit,closed,closed,,115-autosave-v1,,,6/28/19 17:08,6/28/19 21:08,,115,https://alzheimersdisease.net/uncategorized/115-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
117,33,3/2/19 9:14,3/2/19 14:14,What Are Complications of Alzheimer's Disease?,,publish,closed,closed,,complications,,,8/5/19 13:28,8/5/19 17:28,,0,https://alzheimersdisease.net/?page_id=117,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
118,33,3/26/19 21:21,3/27/19 1:21,Is There a Cure for Alzheimer's Disease?,,publish,closed,closed,,cure,,,7/1/19 14:54,7/1/19 18:54,,0,https://alzheimersdisease.net/?page_id=118,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
119,39,6/28/19 17:28,6/28/19 21:28,Is There a Cure for Alzheimer's Disease?,,inherit,closed,closed,,118-autosave-v1,,,6/28/19 17:28,6/28/19 21:28,,118,https://alzheimersdisease.net/uncategorized/118-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
122,33,6/16/19 21:31,6/17/19 1:31,Myths & Misconceptions About Alzheimer's,,publish,closed,closed,,myths-misconceptions,,,7/22/19 19:09,7/22/19 23:09,,0,https://alzheimersdisease.net/?page_id=122,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
123,39,6/28/19 17:53,6/28/19 21:53,Myths & Misconceptions About Alzheimer's,,inherit,closed,closed,,122-autosave-v1,,,6/28/19 17:53,6/28/19 21:53,,122,https://alzheimersdisease.net/uncategorized/122-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
124,39,5/23/19 14:37,,Auto Draft,,auto-draft,closed,closed,,,,,5/23/19 14:37,,,0,https://alzheimersdisease.net/?page_id=124,0,page,,0,NULL,alz
125,33,4/11/19 21:48,4/12/19 1:48,Early Stage Symptom: Misplacing Items,,publish,closed,closed,,misplacing-things,,,7/18/19 11:23,7/18/19 15:23,,160,https://alzheimersdisease.net/?page_id=125,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
127,33,6/2/19 21:50,6/3/19 1:50,Early Stage Symptom: Poor Decision Making,,publish,closed,closed,,poor-decision-making,,,7/15/19 11:51,7/15/19 15:51,,160,https://alzheimersdisease.net/?page_id=127,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
129,33,6/2/19 10:50,6/2/19 14:50,Early Stage Symptom: Social Withdrawal,,publish,closed,closed,,social-withdrawal,,,8/5/19 12:52,8/5/19 16:52,,160,https://alzheimersdisease.net/?page_id=129,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
130,39,7/1/19 12:10,7/1/19 16:10,Early Stage Symptom: Social Withdrawal,,inherit,closed,closed,,129-autosave-v1,,,7/1/19 12:10,7/1/19 16:10,,129,https://alzheimersdisease.net/uncategorized/129-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
131,33,5/4/19 11:10,5/4/19 15:10,Late Stage Symptom: Wandering,,publish,closed,closed,,wandering,,,7/15/19 11:29,7/15/19 15:29,,160,https://alzheimersdisease.net/?page_id=131,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
132,39,7/15/19 11:29,7/15/19 15:29,Late Stage Symptom: Wandering,,inherit,closed,closed,,131-autosave-v1,,,7/15/19 11:29,7/15/19 15:29,,131,https://alzheimersdisease.net/uncategorized/131-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
133,23,7/30/19 14:46,7/30/19 18:46,Editorial Team,,inherit,closed,closed,,52-autosave-v1,,,7/30/19 14:46,7/30/19 18:46,,52,https://alzheimersdisease.net/uncategorized/52-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
134,33,6/3/19 14:58,6/3/19 18:58,How Common Is Alzheimer's Disease?,,publish,closed,closed,,statistics,,,7/22/19 19:04,7/22/19 23:04,,0,https://alzheimersdisease.net/?page_id=134,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
135,33,3/22/19 14:42,3/22/19 18:42,What Causes Alzheimer's Disease?,,publish,closed,closed,,causes,,,7/22/19 13:53,7/22/19 17:53,,0,https://alzheimersdisease.net/?page_id=135,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
136,33,5/3/19 14:31,5/3/19 18:31,What Are Common Risk Factors for Alzheimer's Disease?,,publish,closed,closed,,risk-factors,,,7/22/19 19:08,7/22/19 23:08,,0,https://alzheimersdisease.net/?page_id=136,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
137,33,6/5/19 8:58,6/5/19 12:58,Other Types of Dementia,,publish,closed,closed,,dementia-types,,,7/22/19 19:17,7/22/19 23:17,,0,https://alzheimersdisease.net/?page_id=137,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
138,33,5/10/19 9:22,5/10/19 13:22,What Are the Stages of Alzheimer's Disease?,,publish,closed,closed,,stages,,,7/15/19 16:01,7/15/19 20:01,,0,https://alzheimersdisease.net/?page_id=138,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
139,4,6/12/19 15:15,6/12/19 19:15,What Are the Stages of Alzheimer's Disease?,,inherit,closed,closed,,138-autosave-v1,,,6/12/19 15:15,6/12/19 19:15,,138,https://alzheimersdisease.net/uncategorized/138-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
140,39,5/29/19 10:34,,Auto Draft,,auto-draft,closed,closed,,,,,5/29/19 10:34,,,0,https://alzheimersdisease.net/?page_id=140,0,page,,0,NULL,alz
141,33,4/19/19 9:54,4/19/19 13:54,What's New in Basic Science & Drug Research?,,publish,closed,closed,,drug-research,,,8/7/19 9:14,8/7/19 13:14,,0,https://alzheimersdisease.net/?page_id=141,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
142,39,6/28/19 17:38,6/28/19 21:38,What's New in Basic Science & Drug Research?,,inherit,closed,closed,,141-autosave-v1,,,6/28/19 17:38,6/28/19 21:38,,141,https://alzheimersdisease.net/uncategorized/141-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
143,39,5/29/19 12:25,,Auto Draft,,auto-draft,closed,closed,,,,,5/29/19 12:25,,,0,https://alzheimersdisease.net/?page_id=143,0,page,,0,NULL,alz
144,33,6/17/19 12:28,6/17/19 16:28,How Does Alzheimer's Disease Develop?,,publish,closed,closed,,pathophysiology,,,7/24/19 13:41,7/24/19 17:41,,0,https://alzheimersdisease.net/?page_id=144,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
145,39,5/29/19 15:00,,Auto Draft,,auto-draft,open,closed,,,,,5/29/19 15:00,,,0,https://alzheimersdisease.net/?p=145,0,post,,0,NULL,alz
146,33,4/17/19 12:38,4/17/19 16:38,Early Stage Symptom: Mood Changes,,publish,closed,closed,,mood-changes,,,8/13/19 10:13,8/13/19 14:13,,160,https://alzheimersdisease.net/?page_id=146,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
148,33,5/17/19 12:35,5/17/19 16:35,What Are the Late Stage Symptoms of Alzheimer's Disease?,,publish,closed,closed,,late-stage,,,7/15/19 15:54,7/15/19 19:54,,160,https://alzheimersdisease.net/?page_id=148,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
149,39,7/15/19 15:53,7/15/19 19:53,What Are the Late Stage Symptoms of Alzheimer's Disease?,,inherit,closed,closed,,148-autosave-v1,,,7/15/19 15:53,7/15/19 19:53,,148,https://alzheimersdisease.net/uncategorized/148-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
150,33,6/2/19 10:54,6/2/19 14:54,Late Stage Symptom: Psychosis & Delusions,,publish,closed,closed,,psychosis-delusions,,,7/15/19 12:09,7/15/19 16:09,,160,https://alzheimersdisease.net/?page_id=150,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
151,39,7/15/19 12:09,7/15/19 16:09,Late Stage Symptom: Psychosis & Delusions,,inherit,closed,closed,,150-autosave-v1,,,7/15/19 12:09,7/15/19 16:09,,150,https://alzheimersdisease.net/uncategorized/150-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
152,33,8/1/19 16:21,8/1/19 20:21,Is It Alzheimer's Or Another Type of Dementia?,,publish,open,closed,,dementia-types,,,8/1/19 16:22,8/1/19 20:22,,0,https://alzheimersdisease.net/?p=152,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode_posts\"" source=\""site\""""",alz
153,33,7/1/19 21:40,7/2/19 1:40,What's the Difference Between Dementia and Alzheimer's?,,publish,open,closed,,dementia-vs-alzheimers,,,7/30/19 10:16,7/30/19 14:16,,0,https://alzheimersdisease.net/?p=153,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode_posts\"" source=\""site\""""",alz
154,33,6/2/19 10:45,6/2/19 14:45,Late Stage Symptom: Sleep Issues,,publish,closed,closed,,sleep-issues,,,7/15/19 12:10,7/15/19 16:10,,160,https://alzheimersdisease.net/?page_id=154,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
155,33,6/5/19 10:28,6/5/19 14:28,Special Populations Affected By Alzheimer's Disease,,publish,closed,closed,,special-populations,,,7/22/19 19:19,7/22/19 23:19,,0,https://alzheimersdisease.net/?page_id=155,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
156,33,3/27/19 15:03,3/27/19 19:03,What Is Early-Onset Alzheimer's Disease?,,publish,closed,closed,,early-onset,,,7/2/19 14:19,7/2/19 18:19,,0,https://alzheimersdisease.net/?page_id=156,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
157,33,6/5/19 15:06,6/5/19 19:06,What Is Late-Onset Alzheimer's Disease?,,publish,closed,closed,,late-onset,,,8/5/19 12:58,8/5/19 16:58,,0,https://alzheimersdisease.net/?page_id=157,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
158,33,4/4/19 9:25,4/4/19 13:25,Your Healthcare Team: Doctors Who Diagnose and Treat Alzheimer's Disease,,publish,closed,closed,,healthcare-team-specialists,,,7/26/19 10:50,7/26/19 14:50,,0,https://alzheimersdisease.net/?page_id=158,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
159,33,5/7/19 15:21,5/7/19 19:21,Emerging Research and Future Treatment Directions,,publish,closed,closed,,research,,,7/18/19 10:46,7/18/19 14:46,,0,https://alzheimersdisease.net/?page_id=159,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
160,33,3/21/19 16:35,3/21/19 20:35,What Are Common Symptoms of Alzheimer's Disease?,,publish,closed,closed,,symptoms,,,7/3/19 10:29,7/3/19 14:29,,0,https://alzheimersdisease.net/?page_id=160,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",alz
